Order Reference,Vendor,Order Deadline,Expected Arrival,Vendor Reference,Order Lines/Products,Order Lines/Quantity,Order Lines/Unit Price,Order Lines/Taxes,Payment Terms
PO2025-1156,Supplier 6,2025-10-29,2025-11-05,VREF-5097,P0020,50,486.98,TVA 20%,End of Month
PO2025-1156,Supplier 6,2025-10-29,2025-11-05,VREF-5097,P0013,13,116.04,TVA 20%,End of Month
PO2025-1156,Supplier 6,2025-10-29,2025-11-05,VREF-5097,P0002,35,12.55,TVA 20%,End of Month
PO2025-1156,Supplier 6,2025-10-29,2025-11-05,VREF-5097,PROD027,6,497.55,TVA 20%,End of Month
PO2025-1157,Supplier 4,2025-11-27,2025-11-29,VREF-9842,PROD028,9,130.05,TVA 20%,End of Month
PO2025-1157,Supplier 4,2025-11-27,2025-11-29,VREF-9842,PROD001,46,493.34,TVA 20%,End of Month
PO2025-1157,Supplier 4,2025-11-27,2025-11-29,VREF-9842,PROD031,33,21.94,TVA 20%,End of Month
PO2025-1157,Supplier 4,2025-11-27,2025-11-29,VREF-9842,PROD022,6,382.01,TVA 20%,End of Month
PO2025-1158,Supplier 17,2025-12-06,2025-12-13,VREF-3675,PROD033,48,403.76,TVA 20%,Immediate Payment
PO2025-1158,Supplier 17,2025-12-06,2025-12-13,VREF-3675,PROD006,29,300.91,TVA 20%,Immediate Payment
PO2025-1158,Supplier 17,2025-12-06,2025-12-13,VREF-3675,PROD026,7,431.92,TVA 20%,Immediate Payment
PO2025-1159,Supplier 1,2025-09-30,2025-10-02,VREF-3165,P0007,1,80.84,TVA 20%,Immediate Payment
PO2025-1159,Supplier 1,2025-09-30,2025-10-02,VREF-3165,PROD011,30,389.01,TVA 20%,Immediate Payment
PO2025-1159,Supplier 1,2025-09-30,2025-10-02,VREF-3165,PROD005,3,197.68,TVA 20%,Immediate Payment
PO2025-1160,Supplier 32,2025-12-08,2025-12-17,VREF-8119,P0016,35,184.58,TVA 20%,End of Month
PO2025-1160,Supplier 32,2025-12-08,2025-12-17,VREF-8119,P0004,25,104.43,TVA 20%,End of Month
PO2025-1161,Supplier 25,2025-10-18,2025-10-22,VREF-5603,PROD025,15,345.77,TVA 20%,30 Days
PO2025-1161,Supplier 25,2025-10-18,2025-10-22,VREF-5603,PROD042,20,68.83,TVA 20%,30 Days
PO2025-1161,Supplier 25,2025-10-18,2025-10-22,VREF-5603,PROD035,31,471.81,TVA 20%,30 Days
PO2025-1162,Supplier 12,2025-11-11,2025-11-15,VREF-4743,PROD006,9,295.66,TVA 20%,Immediate Payment
PO2025-1163,Supplier 14,2025-11-06,2025-11-08,VREF-1534,P0010,38,298.25,TVA 20%,End of Month
PO2025-1163,Supplier 14,2025-11-06,2025-11-08,VREF-1534,PROD047,48,355.61,TVA 20%,End of Month
PO2025-1163,Supplier 14,2025-11-06,2025-11-08,VREF-1534,P0012,50,404.81,TVA 20%,End of Month
PO2025-1163,Supplier 14,2025-11-06,2025-11-08,VREF-1534,PROD032,6,340.63,TVA 20%,End of Month
PO2025-1164,Supplier 32,2025-09-21,2025-09-26,VREF-7566,PROD030,3,133.53,TVA 20%,Immediate Payment
PO2025-1165,Supplier 9,2025-09-23,2025-10-01,VREF-5152,P0006,44,407.45,TVA 20%,15 Days
PO2025-1165,Supplier 9,2025-09-23,2025-10-01,VREF-5152,P0009,32,303.83,TVA 20%,15 Days
PO2025-1165,Supplier 9,2025-09-23,2025-10-01,VREF-5152,PROD024,28,38.12,TVA 20%,15 Days
PO2025-1166,Supplier 8,2025-09-15,2025-09-23,VREF-9602,P0005,1,240.46,TVA 20%,15 Days
PO2025-1166,Supplier 8,2025-09-15,2025-09-23,VREF-9602,PROD017,28,182.14,TVA 20%,15 Days
PO2025-1166,Supplier 8,2025-09-15,2025-09-23,VREF-9602,P0017,4,353.66,TVA 20%,15 Days
PO2025-1166,Supplier 8,2025-09-15,2025-09-23,VREF-9602,PROD037,28,245.25,TVA 20%,15 Days
PO2025-1167,Supplier 31,2025-11-17,2025-11-23,VREF-1978,PROD001,14,444.65,TVA 20%,15 Days
PO2025-1167,Supplier 31,2025-11-17,2025-11-23,VREF-1978,PROD047,19,134.88,TVA 20%,15 Days
PO2025-1168,Supplier 31,2025-11-10,2025-11-16,VREF-6605,PROD047,31,324.75,TVA 20%,30 Days
PO2025-1168,Supplier 31,2025-11-10,2025-11-16,VREF-6605,P0020,1,124.96,TVA 20%,30 Days
PO2025-1168,Supplier 31,2025-11-10,2025-11-16,VREF-6605,PROD030,16,428.85,TVA 20%,30 Days
PO2025-1169,Supplier 8,2025-09-02,2025-09-06,VREF-2286,PROD028,7,177.03,TVA 20%,End of Month
PO2025-1169,Supplier 8,2025-09-02,2025-09-06,VREF-2286,PROD023,1,405.36,TVA 20%,End of Month
PO2025-1169,Supplier 8,2025-09-02,2025-09-06,VREF-2286,PROD005,49,122.4,TVA 20%,End of Month
PO2025-1170,Supplier 17,2025-12-01,2025-12-09,VREF-4151,P0029,32,72.4,TVA 20%,15 Days
PO2025-1170,Supplier 17,2025-12-01,2025-12-09,VREF-4151,PROD049,5,21.21,TVA 20%,15 Days
PO2025-1170,Supplier 17,2025-12-01,2025-12-09,VREF-4151,PROD019,45,443.13,TVA 20%,15 Days
PO2025-1171,Supplier 10,2025-11-30,2025-12-10,VREF-8298,P0030,19,402.34,TVA 20%,Immediate Payment
PO2025-1171,Supplier 10,2025-11-30,2025-12-10,VREF-8298,PROD013,48,122.4,TVA 20%,Immediate Payment
PO2025-1172,Supplier 14,2025-11-10,2025-11-18,VREF-3410,PROD004,23,202.28,TVA 20%,30 Days
PO2025-1172,Supplier 14,2025-11-10,2025-11-18,VREF-3410,PROD039,1,81.54,TVA 20%,30 Days
PO2025-1172,Supplier 14,2025-11-10,2025-11-18,VREF-3410,PROD007,1,70.0,TVA 20%,30 Days
PO2025-1172,Supplier 14,2025-11-10,2025-11-18,VREF-3410,PROD025,37,40.61,TVA 20%,30 Days
PO2025-1173,Supplier 4,2025-10-30,2025-11-04,VREF-1272,P0030,24,130.13,TVA 20%,15 Days
PO2025-1173,Supplier 4,2025-10-30,2025-11-04,VREF-1272,P0022,28,180.95,TVA 20%,15 Days
PO2025-1174,Supplier 20,2025-11-17,2025-11-21,VREF-3149,PROD029,49,251.51,TVA 20%,30 Days
PO2025-1174,Supplier 20,2025-11-17,2025-11-21,VREF-3149,P0006,32,186.15,TVA 20%,30 Days
PO2025-1175,Supplier 3,2025-11-18,2025-11-23,VREF-7249,PROD010,48,200.68,TVA 20%,End of Month
PO2025-1175,Supplier 3,2025-11-18,2025-11-23,VREF-7249,P0006,16,314.71,TVA 20%,End of Month
PO2025-1176,Supplier 32,2025-10-18,2025-10-20,VREF-2233,P0007,29,286.47,TVA 20%,End of Month
PO2025-1177,Supplier 14,2025-09-21,2025-09-30,VREF-7395,PROD036,39,422.68,TVA 20%,30 Days
PO2025-1177,Supplier 14,2025-09-21,2025-09-30,VREF-7395,PROD023,18,411.33,TVA 20%,30 Days
PO2025-1177,Supplier 14,2025-09-21,2025-09-30,VREF-7395,PROD009,14,371.66,TVA 20%,30 Days
PO2025-1177,Supplier 14,2025-09-21,2025-09-30,VREF-7395,P0019,15,202.35,TVA 20%,30 Days
PO2025-1178,Supplier 10,2025-09-18,2025-09-23,VREF-6787,PROD042,27,215.3,TVA 20%,Immediate Payment
PO2025-1178,Supplier 10,2025-09-18,2025-09-23,VREF-6787,PROD050,4,451.34,TVA 20%,Immediate Payment
PO2025-1178,Supplier 10,2025-09-18,2025-09-23,VREF-6787,P0028,23,398.27,TVA 20%,Immediate Payment
PO2025-1178,Supplier 10,2025-09-18,2025-09-23,VREF-6787,P0030,41,38.87,TVA 20%,Immediate Payment
PO2025-1179,Supplier 14,2025-11-28,2025-12-05,VREF-7608,P0011,46,282.42,TVA 20%,30 Days
PO2025-1179,Supplier 14,2025-11-28,2025-12-05,VREF-7608,PROD045,48,78.59,TVA 20%,30 Days
PO2025-1179,Supplier 14,2025-11-28,2025-12-05,VREF-7608,PROD029,10,258.37,TVA 20%,30 Days
PO2025-1180,Supplier 19,2025-09-11,2025-09-15,VREF-3687,PROD026,8,45.6,TVA 20%,Immediate Payment
PO2025-1180,Supplier 19,2025-09-11,2025-09-15,VREF-3687,P0028,35,52.29,TVA 20%,Immediate Payment
PO2025-1180,Supplier 19,2025-09-11,2025-09-15,VREF-3687,PROD034,50,412.37,TVA 20%,Immediate Payment
PO2025-1181,Supplier 30,2025-10-07,2025-10-15,VREF-6005,PROD007,12,176.36,TVA 20%,15 Days
PO2025-1181,Supplier 30,2025-10-07,2025-10-15,VREF-6005,PROD027,17,458.09,TVA 20%,15 Days
PO2025-1181,Supplier 30,2025-10-07,2025-10-15,VREF-6005,P0013,26,319.28,TVA 20%,15 Days
PO2025-1182,Supplier 25,2025-11-07,2025-11-12,VREF-7703,PROD024,28,386.01,TVA 20%,15 Days
PO2025-1182,Supplier 25,2025-11-07,2025-11-12,VREF-7703,PROD020,39,305.34,TVA 20%,15 Days
PO2025-1182,Supplier 25,2025-11-07,2025-11-12,VREF-7703,PROD006,5,260.83,TVA 20%,15 Days
PO2025-1182,Supplier 25,2025-11-07,2025-11-12,VREF-7703,PROD033,34,446.91,TVA 20%,15 Days
PO2025-1183,Supplier 11,2025-10-06,2025-10-08,VREF-8699,P0026,1,427.72,TVA 20%,End of Month
PO2025-1183,Supplier 11,2025-10-06,2025-10-08,VREF-8699,P0008,39,415.16,TVA 20%,End of Month
PO2025-1183,Supplier 11,2025-10-06,2025-10-08,VREF-8699,P0007,8,251.66,TVA 20%,End of Month
PO2025-1184,Supplier 19,2025-10-28,2025-11-05,VREF-5340,PROD021,36,178.85,TVA 20%,Immediate Payment
PO2025-1184,Supplier 19,2025-10-28,2025-11-05,VREF-5340,PROD037,33,43.78,TVA 20%,Immediate Payment
PO2025-1184,Supplier 19,2025-10-28,2025-11-05,VREF-5340,P0028,33,402.66,TVA 20%,Immediate Payment
PO2025-1184,Supplier 19,2025-10-28,2025-11-05,VREF-5340,P0030,22,408.95,TVA 20%,Immediate Payment
PO2025-1185,Supplier 11,2025-12-07,2025-12-12,VREF-8739,P0015,12,83.67,TVA 20%,30 Days
PO2025-1185,Supplier 11,2025-12-07,2025-12-12,VREF-8739,P0005,8,442.75,TVA 20%,30 Days
PO2025-1185,Supplier 11,2025-12-07,2025-12-12,VREF-8739,PROD040,37,440.3,TVA 20%,30 Days
PO2025-1185,Supplier 11,2025-12-07,2025-12-12,VREF-8739,P0012,23,174.64,TVA 20%,30 Days
PO2025-1186,Supplier 30,2025-09-06,2025-09-13,VREF-1074,P0013,28,163.45,TVA 20%,Immediate Payment
PO2025-1186,Supplier 30,2025-09-06,2025-09-13,VREF-1074,PROD003,16,106.18,TVA 20%,Immediate Payment
PO2025-1187,Supplier 15,2025-10-05,2025-10-13,VREF-3392,P0009,48,209.58,TVA 20%,15 Days
PO2025-1188,Supplier 15,2025-10-26,2025-10-28,VREF-3003,P0015,13,251.17,TVA 20%,15 Days
PO2025-1188,Supplier 15,2025-10-26,2025-10-28,VREF-3003,PROD020,18,376.04,TVA 20%,15 Days
PO2025-1188,Supplier 15,2025-10-26,2025-10-28,VREF-3003,P0019,7,90.99,TVA 20%,15 Days
PO2025-1188,Supplier 15,2025-10-26,2025-10-28,VREF-3003,PROD033,21,28.9,TVA 20%,15 Days
PO2025-1189,Supplier 11,2025-10-09,2025-10-18,VREF-6591,P0010,14,171.14,TVA 20%,15 Days
PO2025-1189,Supplier 11,2025-10-09,2025-10-18,VREF-6591,PROD022,6,212.84,TVA 20%,15 Days
PO2025-1189,Supplier 11,2025-10-09,2025-10-18,VREF-6591,PROD004,42,239.83,TVA 20%,15 Days
PO2025-1190,Supplier 19,2025-10-25,2025-10-29,VREF-3551,P0019,8,308.96,TVA 20%,Immediate Payment
PO2025-1190,Supplier 19,2025-10-25,2025-10-29,VREF-3551,P0024,12,363.18,TVA 20%,Immediate Payment
PO2025-1191,Supplier 27,2025-11-11,2025-11-15,VREF-2269,P0020,38,94.93,TVA 20%,15 Days
PO2025-1191,Supplier 27,2025-11-11,2025-11-15,VREF-2269,PROD011,47,73.07,TVA 20%,15 Days
PO2025-1191,Supplier 27,2025-11-11,2025-11-15,VREF-2269,P0003,21,394.51,TVA 20%,15 Days
PO2025-1191,Supplier 27,2025-11-11,2025-11-15,VREF-2269,PROD043,20,53.31,TVA 20%,15 Days
PO2025-1192,Supplier 4,2025-11-14,2025-11-19,VREF-4455,P0028,47,291.33,TVA 20%,30 Days
PO2025-1193,Supplier 12,2025-10-12,2025-10-20,VREF-2482,PROD038,25,272.59,TVA 20%,30 Days
PO2025-1193,Supplier 12,2025-10-12,2025-10-20,VREF-2482,PROD030,36,457.2,TVA 20%,30 Days
PO2025-1193,Supplier 12,2025-10-12,2025-10-20,VREF-2482,PROD008,26,372.7,TVA 20%,30 Days
PO2025-1193,Supplier 12,2025-10-12,2025-10-20,VREF-2482,PROD032,38,276.47,TVA 20%,30 Days
PO2025-1194,Supplier 15,2025-09-21,2025-10-01,VREF-8397,PROD010,11,247.75,TVA 20%,Immediate Payment
PO2025-1194,Supplier 15,2025-09-21,2025-10-01,VREF-8397,PROD049,18,63.6,TVA 20%,Immediate Payment
PO2025-1194,Supplier 15,2025-09-21,2025-10-01,VREF-8397,PROD005,37,112.09,TVA 20%,Immediate Payment
PO2025-1194,Supplier 15,2025-09-21,2025-10-01,VREF-8397,PROD040,13,200.86,TVA 20%,Immediate Payment
PO2025-1195,Supplier 21,2025-10-04,2025-10-13,VREF-3998,PROD031,18,185.86,TVA 20%,15 Days
PO2025-1195,Supplier 21,2025-10-04,2025-10-13,VREF-3998,PROD047,45,221.03,TVA 20%,15 Days
PO2025-1196,Supplier 6,2025-11-27,2025-12-04,VREF-5474,PROD016,26,171.21,TVA 20%,End of Month
PO2025-1196,Supplier 6,2025-11-27,2025-12-04,VREF-5474,PROD019,48,233.9,TVA 20%,End of Month
PO2025-1196,Supplier 6,2025-11-27,2025-12-04,VREF-5474,P0020,29,369.44,TVA 20%,End of Month
PO2025-1197,Supplier 22,2025-09-13,2025-09-21,VREF-3193,P0007,43,185.0,TVA 20%,Immediate Payment
PO2025-1197,Supplier 22,2025-09-13,2025-09-21,VREF-3193,P0025,33,378.78,TVA 20%,Immediate Payment
PO2025-1198,Supplier 5,2025-10-09,2025-10-19,VREF-8817,P0017,10,196.39,TVA 20%,15 Days
PO2025-1199,Supplier 27,2025-10-10,2025-10-16,VREF-5158,PROD036,9,472.31,TVA 20%,Immediate Payment
PO2025-1199,Supplier 27,2025-10-10,2025-10-16,VREF-5158,PROD019,1,106.76,TVA 20%,Immediate Payment
PO2025-1199,Supplier 27,2025-10-10,2025-10-16,VREF-5158,PROD035,21,41.22,TVA 20%,Immediate Payment
PO2025-1199,Supplier 27,2025-10-10,2025-10-16,VREF-5158,PROD044,33,175.14,TVA 20%,Immediate Payment
PO2025-1200,Supplier 5,2025-10-02,2025-10-11,VREF-9313,P0024,10,62.03,TVA 20%,Immediate Payment
PO2025-1200,Supplier 5,2025-10-02,2025-10-11,VREF-9313,PROD019,29,485.22,TVA 20%,Immediate Payment
PO2025-1201,Supplier 30,2025-10-28,2025-11-01,VREF-7006,P0020,39,255.56,TVA 20%,End of Month
PO2025-1201,Supplier 30,2025-10-28,2025-11-01,VREF-7006,PROD013,12,102.4,TVA 20%,End of Month
PO2025-1202,Supplier 11,2025-10-21,2025-10-26,VREF-5673,P0021,24,481.72,TVA 20%,End of Month
PO2025-1202,Supplier 11,2025-10-21,2025-10-26,VREF-5673,PROD020,32,13.41,TVA 20%,End of Month
PO2025-1203,Supplier 14,2025-09-18,2025-09-26,VREF-9911,PROD019,18,45.46,TVA 20%,Immediate Payment
PO2025-1203,Supplier 14,2025-09-18,2025-09-26,VREF-9911,P0026,3,10.8,TVA 20%,Immediate Payment
PO2025-1203,Supplier 14,2025-09-18,2025-09-26,VREF-9911,PROD004,32,433.63,TVA 20%,Immediate Payment
PO2025-1204,Supplier 23,2025-11-29,2025-12-06,VREF-6839,P0018,44,351.29,TVA 20%,30 Days
PO2025-1204,Supplier 23,2025-11-29,2025-12-06,VREF-6839,P0023,28,172.67,TVA 20%,30 Days
PO2025-1204,Supplier 23,2025-11-29,2025-12-06,VREF-6839,P0006,37,452.64,TVA 20%,30 Days
PO2025-1205,Supplier 32,2025-11-04,2025-11-13,VREF-2123,P0004,26,374.66,TVA 20%,15 Days
PO2025-1206,Supplier 4,2025-10-07,2025-10-15,VREF-2322,PROD001,39,459.97,TVA 20%,End of Month
PO2025-1206,Supplier 4,2025-10-07,2025-10-15,VREF-2322,PROD010,17,175.3,TVA 20%,End of Month
PO2025-1206,Supplier 4,2025-10-07,2025-10-15,VREF-2322,PROD002,18,270.93,TVA 20%,End of Month
PO2025-1207,Supplier 29,2025-11-13,2025-11-20,VREF-4547,PROD047,37,162.75,TVA 20%,30 Days
PO2025-1207,Supplier 29,2025-11-13,2025-11-20,VREF-4547,PROD003,48,464.97,TVA 20%,30 Days
PO2025-1208,Supplier 25,2025-11-28,2025-12-05,VREF-1719,PROD043,46,220.88,TVA 20%,Immediate Payment
PO2025-1208,Supplier 25,2025-11-28,2025-12-05,VREF-1719,P0030,8,456.99,TVA 20%,Immediate Payment
PO2025-1209,Supplier 18,2025-12-02,2025-12-10,VREF-7261,PROD047,20,192.27,TVA 20%,30 Days
PO2025-1209,Supplier 18,2025-12-02,2025-12-10,VREF-7261,PROD045,38,52.82,TVA 20%,30 Days
PO2025-1209,Supplier 18,2025-12-02,2025-12-10,VREF-7261,PROD016,23,353.92,TVA 20%,30 Days
PO2025-1209,Supplier 18,2025-12-02,2025-12-10,VREF-7261,PROD046,35,470.55,TVA 20%,30 Days
PO2025-1210,Supplier 28,2025-10-17,2025-10-21,VREF-7780,PROD012,11,221.4,TVA 20%,15 Days
PO2025-1211,Supplier 33,2025-10-11,2025-10-18,VREF-2805,PROD032,35,393.35,TVA 20%,30 Days
PO2025-1211,Supplier 33,2025-10-11,2025-10-18,VREF-2805,P0019,45,480.63,TVA 20%,30 Days
PO2025-1211,Supplier 33,2025-10-11,2025-10-18,VREF-2805,PROD010,38,39.33,TVA 20%,30 Days
PO2025-1212,Supplier 2,2025-11-24,2025-11-30,VREF-1742,P0016,41,297.62,TVA 20%,30 Days
PO2025-1212,Supplier 2,2025-11-24,2025-11-30,VREF-1742,PROD004,33,126.71,TVA 20%,30 Days
PO2025-1213,Supplier 14,2025-11-16,2025-11-22,VREF-7317,PROD049,16,225.85,TVA 20%,15 Days
PO2025-1213,Supplier 14,2025-11-16,2025-11-22,VREF-7317,PROD050,43,466.52,TVA 20%,15 Days
PO2025-1213,Supplier 14,2025-11-16,2025-11-22,VREF-7317,P0028,40,301.33,TVA 20%,15 Days
PO2025-1214,Supplier 23,2025-09-15,2025-09-17,VREF-2615,PROD026,17,478.76,TVA 20%,End of Month
PO2025-1215,Supplier 4,2025-12-06,2025-12-16,VREF-5800,PROD039,30,465.4,TVA 20%,15 Days
PO2025-1216,Supplier 33,2025-10-11,2025-10-19,VREF-2409,P0020,29,451.38,TVA 20%,End of Month
PO2025-1216,Supplier 33,2025-10-11,2025-10-19,VREF-2409,P0010,29,177.07,TVA 20%,End of Month
PO2025-1217,Supplier 15,2025-10-24,2025-11-03,VREF-3755,P0022,33,443.39,TVA 20%,Immediate Payment
PO2025-1217,Supplier 15,2025-10-24,2025-11-03,VREF-3755,PROD023,27,79.96,TVA 20%,Immediate Payment
PO2025-1218,Supplier 12,2025-09-06,2025-09-11,VREF-2748,P0017,44,349.83,TVA 20%,15 Days
PO2025-1218,Supplier 12,2025-09-06,2025-09-11,VREF-2748,P0020,1,138.55,TVA 20%,15 Days
PO2025-1218,Supplier 12,2025-09-06,2025-09-11,VREF-2748,P0001,38,399.68,TVA 20%,15 Days
PO2025-1218,Supplier 12,2025-09-06,2025-09-11,VREF-2748,PROD015,45,430.06,TVA 20%,15 Days
PO2025-1219,Supplier 32,2025-09-17,2025-09-22,VREF-7029,P0030,12,437.59,TVA 20%,15 Days
PO2025-1219,Supplier 32,2025-09-17,2025-09-22,VREF-7029,PROD023,4,106.65,TVA 20%,15 Days
PO2025-1219,Supplier 32,2025-09-17,2025-09-22,VREF-7029,P0005,50,13.89,TVA 20%,15 Days
PO2025-1220,Supplier 25,2025-12-02,2025-12-04,VREF-3709,PROD021,21,90.67,TVA 20%,Immediate Payment
PO2025-1221,Supplier 1,2025-10-19,2025-10-28,VREF-1960,PROD023,8,143.94,TVA 20%,15 Days
PO2025-1221,Supplier 1,2025-10-19,2025-10-28,VREF-1960,PROD002,8,201.36,TVA 20%,15 Days
PO2025-1222,Supplier 12,2025-10-12,2025-10-22,VREF-3950,PROD033,31,378.97,TVA 20%,30 Days
PO2025-1222,Supplier 12,2025-10-12,2025-10-22,VREF-3950,P0007,39,316.77,TVA 20%,30 Days
PO2025-1222,Supplier 12,2025-10-12,2025-10-22,VREF-3950,P0028,48,50.25,TVA 20%,30 Days
PO2025-1223,Supplier 20,2025-10-29,2025-11-06,VREF-8816,PROD015,49,491.72,TVA 20%,Immediate Payment
PO2025-1223,Supplier 20,2025-10-29,2025-11-06,VREF-8816,P0019,37,320.06,TVA 20%,Immediate Payment
PO2025-1223,Supplier 20,2025-10-29,2025-11-06,VREF-8816,PROD011,34,469.65,TVA 20%,Immediate Payment
PO2025-1223,Supplier 20,2025-10-29,2025-11-06,VREF-8816,PROD005,29,423.67,TVA 20%,Immediate Payment
PO2025-1224,Supplier 11,2025-12-10,2025-12-19,VREF-3978,PROD050,41,421.36,TVA 20%,End of Month
PO2025-1225,Supplier 31,2025-11-27,2025-12-07,VREF-9524,PROD038,31,126.71,TVA 20%,30 Days
PO2025-1226,Supplier 31,2025-11-27,2025-12-04,VREF-9326,P0029,25,421.12,TVA 20%,30 Days
PO2025-1226,Supplier 31,2025-11-27,2025-12-04,VREF-9326,P0023,45,448.68,TVA 20%,30 Days
PO2025-1227,Supplier 24,2025-12-06,2025-12-14,VREF-7008,PROD042,5,292.87,TVA 20%,End of Month
PO2025-1228,Supplier 9,2025-10-11,2025-10-15,VREF-7896,PROD026,48,355.08,TVA 20%,15 Days
PO2025-1229,Supplier 4,2025-09-15,2025-09-22,VREF-6416,PROD006,38,234.06,TVA 20%,End of Month
PO2025-1229,Supplier 4,2025-09-15,2025-09-22,VREF-6416,PROD030,19,134.07,TVA 20%,End of Month
PO2025-1229,Supplier 4,2025-09-15,2025-09-22,VREF-6416,P0008,11,70.52,TVA 20%,End of Month
PO2025-1229,Supplier 4,2025-09-15,2025-09-22,VREF-6416,PROD029,7,345.13,TVA 20%,End of Month
PO2025-1230,Supplier 17,2025-11-17,2025-11-20,VREF-6138,PROD034,9,489.77,TVA 20%,Immediate Payment
PO2025-1231,Supplier 10,2025-10-31,2025-11-10,VREF-3910,P0007,7,177.56,TVA 20%,Immediate Payment
PO2025-1232,Supplier 5,2025-10-16,2025-10-22,VREF-6401,P0023,24,218.57,TVA 20%,Immediate Payment
PO2025-1232,Supplier 5,2025-10-16,2025-10-22,VREF-6401,P0006,18,342.97,TVA 20%,Immediate Payment
PO2025-1232,Supplier 5,2025-10-16,2025-10-22,VREF-6401,PROD016,10,409.84,TVA 20%,Immediate Payment
PO2025-1232,Supplier 5,2025-10-16,2025-10-22,VREF-6401,PROD011,1,471.05,TVA 20%,Immediate Payment
PO2025-1233,Supplier 9,2025-10-11,2025-10-17,VREF-5626,P0006,34,72.82,TVA 20%,End of Month
PO2025-1233,Supplier 9,2025-10-11,2025-10-17,VREF-5626,P0008,8,367.8,TVA 20%,End of Month
PO2025-1233,Supplier 9,2025-10-11,2025-10-17,VREF-5626,PROD011,29,164.67,TVA 20%,End of Month
PO2025-1233,Supplier 9,2025-10-11,2025-10-17,VREF-5626,PROD028,9,419.81,TVA 20%,End of Month
PO2025-1234,Supplier 18,2025-09-25,2025-09-28,VREF-8106,PROD042,11,360.59,TVA 20%,End of Month
PO2025-1235,Supplier 12,2025-09-16,2025-09-24,VREF-3936,PROD018,48,196.84,TVA 20%,15 Days
PO2025-1236,Supplier 7,2025-11-04,2025-11-11,VREF-1006,PROD010,21,280.59,TVA 20%,15 Days
PO2025-1236,Supplier 7,2025-11-04,2025-11-11,VREF-1006,PROD014,32,110.39,TVA 20%,15 Days
PO2025-1236,Supplier 7,2025-11-04,2025-11-11,VREF-1006,PROD043,11,36.86,TVA 20%,15 Days
PO2025-1236,Supplier 7,2025-11-04,2025-11-11,VREF-1006,PROD042,15,114.24,TVA 20%,15 Days
PO2025-1237,Supplier 19,2025-09-28,2025-10-01,VREF-3608,PROD044,46,32.35,TVA 20%,15 Days
PO2025-1237,Supplier 19,2025-09-28,2025-10-01,VREF-3608,PROD002,7,210.03,TVA 20%,15 Days
PO2025-1237,Supplier 19,2025-09-28,2025-10-01,VREF-3608,P0013,46,318.45,TVA 20%,15 Days
PO2025-1238,Supplier 7,2025-09-30,2025-10-10,VREF-5030,PROD022,48,57.52,TVA 20%,End of Month
PO2025-1238,Supplier 7,2025-09-30,2025-10-10,VREF-5030,PROD029,45,94.35,TVA 20%,End of Month
PO2025-1238,Supplier 7,2025-09-30,2025-10-10,VREF-5030,P0010,4,427.5,TVA 20%,End of Month
PO2025-1239,Supplier 31,2025-09-14,2025-09-16,VREF-8408,P0027,9,144.44,TVA 20%,30 Days
PO2025-1239,Supplier 31,2025-09-14,2025-09-16,VREF-8408,PROD024,20,31.14,TVA 20%,30 Days
PO2025-1240,Supplier 15,2025-12-03,2025-12-09,VREF-8056,PROD008,33,361.46,TVA 20%,Immediate Payment
PO2025-1241,Supplier 9,2025-12-03,2025-12-06,VREF-8312,P0017,49,415.94,TVA 20%,Immediate Payment
PO2025-1241,Supplier 9,2025-12-03,2025-12-06,VREF-8312,P0025,41,193.69,TVA 20%,Immediate Payment
PO2025-1241,Supplier 9,2025-12-03,2025-12-06,VREF-8312,PROD022,45,371.01,TVA 20%,Immediate Payment
PO2025-1241,Supplier 9,2025-12-03,2025-12-06,VREF-8312,PROD029,7,380.96,TVA 20%,Immediate Payment
PO2025-1242,Supplier 25,2025-11-29,2025-12-03,VREF-8009,P0011,25,495.86,TVA 20%,Immediate Payment
PO2025-1242,Supplier 25,2025-11-29,2025-12-03,VREF-8009,PROD048,33,174.95,TVA 20%,Immediate Payment
PO2025-1242,Supplier 25,2025-11-29,2025-12-03,VREF-8009,PROD020,25,203.26,TVA 20%,Immediate Payment
PO2025-1243,Supplier 9,2025-09-12,2025-09-17,VREF-7341,PROD039,45,95.13,TVA 20%,Immediate Payment
PO2025-1243,Supplier 9,2025-09-12,2025-09-17,VREF-7341,P0009,1,138.18,TVA 20%,Immediate Payment
PO2025-1243,Supplier 9,2025-09-12,2025-09-17,VREF-7341,PROD033,8,321.22,TVA 20%,Immediate Payment
PO2025-1244,Supplier 9,2025-11-25,2025-12-05,VREF-5023,P0022,32,400.21,TVA 20%,15 Days
PO2025-1244,Supplier 9,2025-11-25,2025-12-05,VREF-5023,PROD010,19,369.08,TVA 20%,15 Days
PO2025-1244,Supplier 9,2025-11-25,2025-12-05,VREF-5023,P0011,37,40.45,TVA 20%,15 Days
PO2025-1244,Supplier 9,2025-11-25,2025-12-05,VREF-5023,P0001,43,305.42,TVA 20%,15 Days
PO2025-1245,Supplier 30,2025-09-06,2025-09-08,VREF-1879,PROD050,16,188.83,TVA 20%,Immediate Payment
PO2025-1245,Supplier 30,2025-09-06,2025-09-08,VREF-1879,PROD004,47,354.75,TVA 20%,Immediate Payment
PO2025-1246,Supplier 5,2025-09-02,2025-09-04,VREF-3145,PROD020,22,110.32,TVA 20%,30 Days
